wallet_id,aggregated_lp_score,total_deposit_all_time,score_per_dollar
0x0344d6a8437d1d23b62212818c37f5842a2d43d0,51.0,0.0,51.0
0x0477cd1db43fc056d6242ed5dd5177dc2267f8da,53.0,0.0,53.0
0x03bb5efe308d31c1fe6eb15927471d76bf451573,512.0,111.9377865495558,4.53346940508118
0x040d622b68e087fd4766572161137e4ba140c2b6,51.0,0.0,51.0
0x0473f0ec1b6dcb14b2b80394bb2ea73183316c70,63.25,0.0,63.25
0x04430c2fc5416255f40876217f14f47fe9727a8a,433.5,124.05245279580998,3.466545360032513
0x042a59c70d60ccc0993bf53c1d19577122fb04b3,343.0,124.89338127291826,2.724527664059055
0x031670173683d0aefe397e98943d7c0bbf69d1bf,366.85,103.60589,3.5069726953233706
0x044303d65caa0949014a51141052d44789b28cef,511.0,199.950779915038,2.5429112552638555
0x05054c258af0d56cab3c98b3923e93966fe797a3,67.85,0.0,67.85
0x04d648a47a98eb251372d88518298e0317a18f66,432.0,127.57005608875792,3.3600358679300117
0x03c055c5a97c155cf68599a149cd24c510fc98fa,365.7,104.468629,3.467381755763602
0x045dd99616b178a5a91c0354069cc8a09eb602f4,499.0,128.01683383353492,3.867712337785618
0x047d38f4203e07752f8faae4c9095cc28704fde9,100.0,0.0,100.0
0x04696f34784bfe310f852664148c55c17c1233e3,403.75,106.94660163654736,3.7402752275556845
0x04d7378c3b688cb307378b74d591d364b6554dd4,61.2,0.0,61.2
0x04e7c70e7acb851fbb34eb3c4a251b192c98b077,58.0,0.0,58.0
0x0419a7f969aaddacd52a3188d6837d7a75012566,66.7,0.0,66.7
0x04c33de5210bee591fcabf16e36d2dde56eef5c6,71.4,0.0,71.4
0x02f968bc25e21ffd628c52da4d89c60ed84def17,50.0,0.0,50.0
0x03e624e29d25dbaf6777b5f22dabaf3bfe2e19f3,63.0,0.0,63.0
0x046d349a609f57482f8fa411ea5c7b9963bd996c,587.0,186.5864472163964,3.1292239322750603
0x04d7603ea6f93e34b32d53805e71b15215b12a68,111.0,0.0,111.0
0x04cd9cc35601bb748cbc98b549545f44068cddeb,54.05,0.0,54.05
0x037931fdc116cd26bb9a6e5c2fcb113674c72116,81.6,0.0,81.6
0x041b9979462fd8009817210845927de50f352aa2,50.0,0.0,50.0
0x04991340221f44b49c1d3b9cc14cd2f607d50eae,105.0,0.0,105.0
0x04d7002c218356cafc4253688cfa2b6f74bc76e5,46.0,0.0,46.0
0x05097c27631f3c41237c7abef075c4b8e281eae7,436.05,171.63013072250504,2.525920580463038
0x042b6adc320402bf07c02e80417b47a4f52aedb8,82.0,0.0,82.0
0x04ad3f3ec23ba3ccdbad8a211dd10b13e5b58f05,96.6,0.0,96.6
0x035dc03524a158e266498d876a7258745dcab878,65.55,0.0,65.55
0x03be27b42896170719f031ed11a93180290129dc,100.0,0.0,100.0
0x04dbafcdeafd8aa9ff0595a60a3a66527eda637e,53.0,0.0,53.0
0x05409fe61aa77a5ae27d66994138605959c235d6,391.0,122.027093952623,3.1781617157483355
0x05a7eb929209f5c1f2f08dd087b64bb1beba99fe,64.4,0.0,64.4
0x059f0a148f2a5563b3ce958cbc954f16bef1ab7e,63.0,0.0,63.0
0x05c26b33784a062ea50e855e4d230bafa6b040e0,292.4,104.99877640127389,2.7585224087217477
0x055b1eef53fb8a135af94b4612bc1cc2a63c700c,60.0,0.0,60.0
0x0459620d616c6d827603d43539519fa320b831c2,590.0,209.71481283934224,2.7999929955082967
0x05c00c236b27c1698df6ede305745e10cddf0c2f,77.0,0.0,77.0
0x045df0acfc2662826c2c29c170ba061bf2c3199c,460.7,211.45782647047045,2.1684303546427968
0x059f77681d2420ae68da601f80474d2e14ee4aed,77.0,0.0,77.0
0x05c6a298f7d48715cf79251b152b01f49cfca71a,57.8,0.0,57.8
0x0444bd76f28c824eac4fe3db3c492b2033fc41c9,56.0,0.0,56.0
0x0530d53a9d2abfd50d9f8f45cb9231b4aad55704,421.6,191.1140511442993,2.194529746724933
0x057fad72494a94ea0dcaf1fde3dda5ce4278858f,48.45,0.0,48.45
0x0571c3a58642fec3a12006da9f5d7f676641e0b0,630.0,288.8786453495024,2.1733232513226985
0x060d22f6f41481981d27ee2775f93077e868293c,630.0,137.38875001267002,4.5523931673804485
0x052eef14380ddbeb2f5165de00d68294a0679350,103.0,0.0,103.0
0x0547320fd3bc4d42807f591e7bca8f16f87fb73a,100.0,0.0,100.0
0x053aee2c1b92b91fd8d4320a2b3a0b4b375457db,51.0,0.0,51.0
0x046e129e0b7a17b8230e17da30056e148fb241ab,74.8,0.0,74.8
0x044ab6df21585d2e7fd36683d49da13aebf11b80,100.0,0.0,100.0
0x06348f2de89203f2275fab842faf212331629ae5,102.35,0.0,102.35
0x065b6f6c5b25781d9238dac5b50c70c551fc6cff,77.0,0.0,77.0
0x07180eabee865ffd9d231305c270656864b6cd10,86.25,0.0,86.25
0x06582c5cd9ebe65982850f506bc9acb9b252e478,457.3,157.0083756700922,2.8941503769066195
0x06698ee57e8d4a5fb8b9cc252806af62facf4b01,51.0,0.0,51.0
0x06da6b612a5c96c5c67949441873cbbbe77d8270,381.65,142.6262804530508,2.6572434988647875
0x06d832b85a1fad55478cacf112956616711d689a,59.88,0.0,59.88
0x0646cb3c5c6846b631bd57e63925901891c36032,385.9,165.74994447743015,2.314243649131962
0x06c8940cfec1e9596123a2b0fa965f9e3758422f,45.9,0.0,45.9
0x072082e2ad898b29ed0df201f0eb63ac75d6e776,49.3,0.0,49.3
0x06793c6a889a49557675df4eef17074a34e3fcbd,51.85,0.0,51.85
0x06fe6d22ee588ba88c2349fa7d9ad3149c0c57a3,60.0,0.0,60.0
0x067f132d56ccfb13ca9d857d1a69bdbc5a260b47,69.73,0.0,69.73
0x0696e8c1ae0c208930e6e8f0ed034beacb2d980c,59.5,0.0,59.5
0x0515bf9e1e7c438e603f680ef70acb3599e1cbee,112.0,0.0,112.0
0x0616660387b016a07cbcccba3e1474c7e37f1f5c,115.0,0.0,115.0
0x063f1e7237e95a004ea7508ef9fd357c943f1b88,50.26,0.0,50.26
0x064ba3c8e559592e4c13fc60392908e2e81e8c72,511.0,100.04504469239704,5.057150516936228
0x068d4f764ffa4273a1d60d2ce9b4ad9369298e20,55.0,0.0,55.0
0x06d4a43e580498ff26c01215806951a074f8167d,56.0,0.0,56.0
0x070330e027a3e4327ba69f0c8a1885df4b545837,62.1,0.0,62.1
0x06b67c5f8c490004a162f34b7e3561e2e5fc5fb1,245.0,102.04109469047008,2.3776921308529073
0x06e0994c3fea26d3d626ff3c4883708307d3779b,630.0,110.12386651450564,5.6693491664795745
0x055fd44e963d4b999e3299ab5841b637b0bfb40e,112.0,0.0,112.0
0x06b691958686df9a0cd21cc953b057bf62670823,70.55,0.0,70.55
0x065c2bd53a33468357621109a05c16be39858e9b,79.0,0.0,79.0
0x0585c0d0aedf071a07992ad650bdc047cef0c04f,55.02,0.0,55.02
0x05eaf3564c72506ac18981890f1b1e9873a43a4e,48.3,0.0,48.3
0x06abb38f4b93608cad91d2e96643f2c396900963,92.0,0.0,92.0
0x0668f8b0e010548de887048cc9bf879e114f6116,58.76,0.0,58.76
0x06e4e1c18bbaa8a6cbe7c53975c5ba4bfd9faadb,77.0,0.0,77.0
0x0627cab3b258c20c175b4dd17d26aac829f02e23,482.0,172.48091148361138,2.778403663422844
0x065de23b4bf1bd85bed6a01ac61c3dc0ed62aafb,74.75,0.0,74.75
0x0662d897f0d689c8876cad5fb9ee8bfe241d6134,275.0,100.0,2.722772277227723
0x06fffebd5ebd97329da366b80f11e7a4b858ee47,67.85,0.0,67.85
0x06a4405dde64d8deade68cdac6e1ab821da51338,61.0,0.0,61.0
0x064145c2668c0c06df9a4d9878fdb8682f00eb69,306.93,125.4430862552108,2.4274162319994086
0x06b3111dbe917f33508a987945509f8c430a86a4,64.4,0.0,64.4
0x05d9615f6621af83f8bff08a5b72bfbc370ee156,62.1,0.0,62.1
0x065952f37997987f310afa1061244a822f57d048,58.65,0.0,58.65
0x06c52532b462d27caab4f6da5659e557feac354e,87.0,0.0,87.0
0x06e3e7a0a54ce7dadd09f3c9bc81ed68342fcbf4,278.0,115.50748304935983,2.386112829183872
0x0759e5ee85d18dce5a77d2d89b75fc10ba774c45,612.0,234.11328092112495,2.603000551914002
0x0778a8831af0f6ae36f67224c59036cd29d162e2,399.0,104.62820938730216,3.7774000176127647
0x0790c7cc889156b837c3e6963129c057d3e6b616,110.0,0.0,110.0
0x0811ccba589d85a507cbe7b3e73aea564fbd8500,305.0,105.13807885865444,2.8736152310253584
0x06789f6b751b076ac404bc82c2bd0336fd1a123a,49.45,0.0,49.45
0x083dbb648b918317c2e9ade52183e49533864744,111.0,0.0,111.0
0x0753aa1d6b790cb5f5e5f1c79d74a94106e19b46,52.0,0.0,52.0
0x07d71154125bf5bc63fe3480a0eec03da1526853,115.0,0.0,115.0
0x075c575cd950267d8083060f6691d0b60d1cbd07,57.0,0.0,57.0
0x07d689f1acb15f18f0e6125b5670a2be772172c6,373.15,100.9430904920988,3.6603755899368315
0x07f0a7e89333b53e61a5fd10e1a28aacee3a6f01,110.0,0.0,110.0
0x07e9501622a394854fe801a8b3a59081400fee54,55.0,0.0,55.0
0x06c4865ab16c9c760622f19a313a2e637e2e66a2,69.0,0.0,69.0
0x06b2bac38d18b941cec311eb6298d43e080adbde,54.0,0.0,54.0
0x0788b0bb180b8308b0485d7c7876bfdaf0cfbb24,48.3,0.0,48.3
0x0722bc7e9a29e3f5064e2fdc1209d6085cc46c40,111.0,0.0,111.0
0x06d39f7b39c094657e5815a063adbabe25e04ade,630.0,104.94629392035304,5.94640904073165
0x0803eea7e101ce2a8cc54d70650f23409a86fedf,45.0,0.0,45.0
0x07588353130f93056c7d32250a217ada1c5ae022,64.4,0.0,64.4
0x07c64cbbc2786d14debfb653533626897a7bb2ea,523.0,148.43853976474713,3.4997665316010855
0x074d1f2b46087d67584a83d0c877ec5d33238d59,64.24,0.0,64.24
0x06d1bd45caaa2881abb78c8111541bd0b192abc6,103.0,0.0,103.0
0x082effea1704403d277f28352eeab20b672f02f9,52.0,0.0,52.0
0x07bf9c85aa25d02d3d988a0ae4a86e141e442ffb,52.7,0.0,52.7
0x07e3fd33a63a8d1eebc7d18a33d1327f5394a1cb,50.79,0.0,50.79
0x0763c87413a5c036499be07e623911df22320e2a,62.9,0.0,62.9
0x0776cd6cd854e984ca560fb2a9d4d8a925aa7f3a,100.0,0.0,100.0
0x077e2a81fab5dc04748cfe55f8569d24f763a87a,88.0,0.0,88.0
0x0797f99d4450a9aafa4acc7899de006020511172,52.9,0.0,52.9
0x081bb22bc3320c5589866c713e9a025c9ae772bb,50.0,0.0,50.0
0x082e7ba53d71ae254211fb1ecde2ecdf12517494,48.3,0.0,48.3
0x07992f3b79463c3c382a67550852e97f1acea37d,528.0,187.76909104599252,2.7970680850042116
0x0912214f7236e7f1cc99f32cf253343e0c42accb,562.0,202.6343273380032,2.7598490261770166
0x08452a5dd3b2254f0d29ecf87a17e18b69575cf8,341.0,148.35509146379775,2.2831494839441424
0x085b1974e2dc7f2e70f786431625bde53332328f,53.55,0.0,53.55
0x0930dcc18bc4b8da256dc091184a05e80b4429d7,111.0,0.0,111.0
0x093948fb9bc16b8dddcd1767f103c46f74003aa2,50.0,0.0,50.0
0x09569c285b5fa076bb2ba9e2a121385b23127648,419.05,183.42341166434588,2.272216939369276
0x08e5ef26fc6a6f629c6333a7fe8992b2116d0de4,232.9,108.09509352345589,2.134834780172085
0x0872b1ba37ae70e3ef75c9a47b1efc5071979c38,100.3,0.0,100.3
0x086a778ac072a9857776c5c4c6bbb0cfb03ebb3a,50.0,0.0,50.0
0x09403ce7f04e17fe729a9c706265403546d1a859,100.0,0.0,100.0
0x08dcd407b81023af3bb175fe68e2acc7d8c0c996,359.0,140.30714037024262,2.5405651763907646
0x08ccb4491d8bcb836f4ecccced4de1cd072b8f2d,53.13,0.0,53.13
0x08bf9116e16c24f2228d6fc53e04417291ccb41d,60.0,0.0,60.0
0x091eee938a2d959810509c9ee8c0da23171ef3bd,468.0,172.7271763632776,2.693879045275991
0x084c694501b8c75352d7b07c1d6cb8210fd5e679,346.0,103.88981159714662,3.2986997948751435
0x08c4bdf4e72b7d76648943723747ee024ddb6149,51.0,0.0,51.0
0x0897e3ee9a9454ede7c1a29f734867f3bee5120a,60.0,0.0,60.0
0x09e49ad576e5126cad07b4d29a4a491a35e14d27,474.0,106.6567148662498,4.402883745699342
0x08b3f71d0191f48b1a50d104c9e211edcf327c6d,50.0,0.0,50.0
0x089dd0d28a9418737f6ded14da8d731d56af3784,67.15,0.0,67.15
0x090badc35820db10344c75ebd827b4d04880fdf9,283.05,100.3577523265554,2.7925836307820515
0x08a20be499197e9aab5631235b34dede74f0e7ac,100.0,0.0,100.0
0x0867bb7f9d32e4d7034412cacfc9be8a946e38fd,319.0,123.3055037224979,2.5662580533211306
0x086df2990ce5babf41ed90858608031791914b6b,58.0,0.0,58.0
0x08eb8a61fe03afc1efb1634c0f6de619c65fde1e,49.0,0.0,49.0
0x08bdf5b63608f72fd0cdc53253444643486bd7d1,48.0,0.0,48.0
0x0851dae86b9504adb9aca6bb7031e178d0236faf,285.86,130.86832014485603,2.1677685716022292
0x09854932ebf9ba06acf9c6217d9b74d92d773119,227.8,102.11515204422716,2.2091806634033206
0x085cb649bf48aa15064811322a5e26f54aeaf0db,66.7,0.0,66.7
0x08b870ab3b9055185c4b8d0b8e6d5b554ecb8ed3,72.0,0.0,72.0
0x0899f8d7a8d5c512b828453a6e53c7405752ac91,50.0,0.0,50.0
0x08ced81b81d05cbb237de4a13c6fc62277b12c51,342.0,140.16929280350482,2.422623172562278
0x08635ff71e97fab7b3c45149c3e1662ec3240ab5,378.25,143.39778260707502,2.619500058593469
0x096a20ceae9040f3f0ab8b49028d5d25fd4f3453,49.0,0.0,49.0
0x092b6c5784887a960c0e73b592b4329914881434,96.05,0.0,96.05
0x089395439d5f9e6f11eacd9a06680d61f5b0cc1a,487.9,165.18549036919694,2.935876043787478
0x08555ed358364e1ca9c4f8a9fb45221566296ad7,405.0,141.71040225569257,2.8379150615409676
0x091438c620dbacda122b1e5923a7fdc6c83d2a55,57.0,0.0,57.0
0x08f854629d77ffae6d6d399ff5153e089dbd8bfe,55.0,0.0,55.0
0x0840128434c33e296c785e911dd900f4a87b9473,59.8,0.0,59.8
0x0ab43743b32e97e339d421eb531a7acf5c449703,64.4,0.0,64.4
0x0a08be21a305e87403c2818dea4521498101783b,47.6,0.0,47.6
0x0a26265f8872ebaa92b27457179ece74af157098,49.0,0.0,49.0
0x09f8c7d1813347ebb176ac109a1f361c1989777f,588.0,207.66159727401893,2.817959833921072
0x0a6e96fbff81f223f52960654b43c1afe8a3e346,261.8,118.80773477233834,2.1851677648148424
0x0967bab33e36f5c98fe90b7639d7d58aed276ff8,54.0,0.0,54.0
0x09eb374a6cbddbba8c75b198601f94d9150453db,103.0,0.0,103.0
0x0a64484c3433c5719b11814ee93c49fe8a4cdb28,57.0,0.0,57.0
0x094f0316e4ff0a1c82d491168cc38b250e638c19,586.0,200.80740333501228,2.903758684349182
0x0a0daa9360754299d8eaebf455565b3bb0382058,62.0,0.0,62.0
0x0b97399fdb0d7e96e44af037f88ccce00da4feb2,266.0,109.187897488759,2.414058222929033
0x0b44dadd53e1f4b43b40f2862b8fe10864147092,446.2,208.36527001468988,2.1312035179888853
0x09d690b9f49a9538392516ebd67c9b62b640932d,55.0,0.0,55.0
0x0968dab9f00a65fb07da94ca5885e40bc1572fb3,53.0,0.0,53.0
0x0a5abc4eef196994abb9cd34fa8fe9229ce53e4f,54.05,0.0,54.05
0x0a9a0c256168fd23704c532b18ecd5c9b3bd087b,100.0,0.0,100.0
0x0a2086bdc057be62d535d2352f39b827b9882478,103.0,0.0,103.0
0x0aad43dbed9e2511584205676444ce53523c55ba,49.0,0.0,49.0
0x0aac011058e332bab220c42ffae2164894e04dbf,460.7,198.8186182200722,2.305590960961423
0x09939b6ae30311c7826fd13b19556ac77b86ffc4,100.0,0.0,100.0
0x09a7f5d0596cf15d72da112a564e3a3c071a2223,50.0,0.0,50.0
0x0a30f96a38742d4a9ebaa8cbfcd14907f7f887e3,499.0,103.7611053519146,4.7632181650217795
0x0a435ed88a1a8cc220c3c4ea0ccded3a985ed5e1,63.0,0.0,63.0
0x0b475c594e7001acbeb385bab85806a318c8a265,78.0,0.0,78.0
0x0aed5a5798231abf1b69fb46c5d309cd1ad2a6fb,50.0,0.0,50.0
0x0ab623d7443906e49bfe1b1e243d35ead3cd8557,56.0,0.0,56.0
0x09a84271d2db092de1726a239b653223dd9f3a00,85.0,0.0,85.0
0x0ab4dfc8dfcbf929f82628539deab9c93b6e8bdc,65.45,0.0,65.45
0x0a0c2e6445968fcf696de3e68cfee41a8c2d2207,52.7,0.0,52.7
0x0950ef15baf34ef06733102008bedca0c52da735,354.2,140.437571,2.5042850884366503
0x0994f5a3d2fa3ea77b2504783b4f8d1fdb562c54,402.05,103.31244228654892,3.8542861348750566
0x0a4bee6523727a6c49ab4c22915655a324b2348b,55.0,0.0,55.0
0x0b9542d675c13254ada173d6a4b20f08a68b2a45,47.0,0.0,47.0
0x0ab3bb2c273f59a8d37fef672f0ad7a01e1bbc6e,87.0,0.0,87.0
0x0b5d2b095f27ffd0154efc1a5b50202f3ea749eb,284.75,116.0668895622078,2.43237008401669
0x0af0b8e498f9fa10a22fa0e2e1485aaea9d21fa6,100.0,0.0,100.0
0x0bd5c76a0621874323726f1f6eaf4d933307da26,66.7,0.0,66.7
0x0b8d3f5d09eb39904254a3c0cf87695527ed1c4b,106.0,0.0,106.0
0x0b493af26fa61e5ff84290ca934b7c85e3195505,52.9,0.0,52.9
0x0bab5470fb00615e7600732ae86d774fdf987f69,56.0,0.0,56.0
0x0b25f4d4f1b51b441284a00579d6f1e66b3aa7de,64.31,0.0,64.31
0x0bd932f830f11071cbe90165bf2cd2670ab7c11d,60.95,0.0,60.95
0x0c9e8ff0e5961dc74b7e9007c7c27d7e6d0e7a7c,61.0,0.0,61.0
0x0b20d9b5966e5af6539dcd73a0fdd1c5c400351c,57.0,0.0,57.0
0x0b4bbbb3aaf741d33b2736973f7db1ed033ceb31,106.0,0.0,106.0
0x0c82e08b1b4e62033d2ac3010eb774b30788b8ff,85.85,0.0,85.85
0x0b6950b6dd3e9a4efe9debaf4849e6717c5e9ada,230.0,109.85959564791442,2.0746963639527487
0x0a976296ba17cb53070f14c4b4fb4cc733e9b0c0,68.62,0.0,68.62
0x0b85945b3c6cfc296de19e3b77bc46811cc88db7,56.0,0.0,56.0
0x0a860ab1098d2d0f16e58e4b4e58e39229391928,52.9,0.0,52.9
0x0a9c647144f471bf16636b4e55558492d2cbe123,66.3,0.0,66.3
0x0b20b8fe0085b151c667dbae059f44e8e6694377,58.65,0.0,58.65
0x0ad611c668b1137e0c722c6f79cf7023f7504039,115.0,0.0,115.0
0x0b6b660201359fbf585064c30417a90c02fcf264,100.0,0.0,100.0
0x0baa6272808c0be71849b5bb3eeee2cc5d2564ae,50.0,0.0,50.0
